sensorType,deploymentType,eventName,collectionCondition,housingType,sensorBrand,statusId,timeStamp,site_no,latitude,longitude,siteDescription,networkNames,stateName,countyName,siteWaterbody,siteHDatum,sitePriorityName,siteZone,siteHCollectMethod,sitePermHousing,instrument_id,sensor_type_id,deployment_type_id,location_description,serial_number,housing_serial_number,interval,site_id,event_id,inst_collection_id,housing_type_id,sensor_brand_id,vented,last_updated,last_updated_by,instr_collection_conditions,sensor_brand,sensor_type,housing_type,deployment_type,instrument_status,data_files,files,event,site,Links
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,2,5/21/13 20:21,FLBRE03160,27.9215,-80.51941,Fisherman's Landing Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,22,1,1,"ON FIRST PILING OF PIER 1, CLOSEST TO THE PARKING LOT ON THE LEFT SIDE.",102382,,30,3160,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,2,5/21/13 23:00,FLBRE03152,28.35849,-80.67858,"George L. Reynolds Boat Ramp, 1.3 mi east of intersection of SR3 and SR 520, turn North on Kiwanis Island Park Rd, ramp is 500 ft ahead on left
2 wooden docks w/ multiple plings at boat ramp, Sykes Creek",South Atlantic,FL,Brevard County,Sykes Creek,WGS84 (from Digital Map),,,Map (digital or paper),Yes,23,1,1,same location as another,2238123,,30,3152,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,2,5/21/13 23:10,FLIND03149,27.85508,-80.45208,"Sebastian Inlet State Park,",South Atlantic,FL,Indian River County,Sebastian Inlet intracoastal,NAD83,,,Handheld GPS,Yes,24,1,1,"EAST SIDE OF FISHING DOCK, SECOND CROSS MEMBER FROM SIDEWALK 1",1028477,,30,3149,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,Wilma,Brackish Water,,,2,10/25/05 0:00,FLCOL03148,26.04606,-81.70845,Hendersen Creek at KOA Campground boat ramp.,Gulf of Mexico,FL,Collier County,Hendersen Creek,NAD83,,,Map (digital or paper),Yes,25,1,1,Strapped to landward-most wooden piling on upstream side of boat ramp. Angle iron at 1.8 ft above LS,911334,,30,3148,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,1,10/5/16 18:00,FLIND03149,27.85508,-80.45208,"Sebastian Inlet State Park,",South Atlantic,FL,Indian River County,Sebastian Inlet intracoastal,NAD83,,,Handheld GPS,Yes,26,1,1,"EAST SIDE OF FISHING DOCK, SECOND CROSS MEMBER FROM SIDEWALK",1028477,,30,3149,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,,2,5/21/13 23:48,FLBRE03151,28.355,-80.72217,Lee Wenner Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,27,1,1,,1028496,WSH-13832,30,3151,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,1,10/5/16 18:00,FLBRE03152,28.35849,-80.67858,"George L. Reynolds Boat Ramp, 1.3 mi east of intersection of SR3 and SR 520, turn North on Kiwanis Island Park Rd, ramp is 500 ft ahead on left
2 wooden docks w/ multiple plings at boat ramp, Sykes Creek",South Atlantic,FL,Brevard County,Sykes Creek,WGS84 (from Digital Map),,,Map (digital or paper),Yes,28,1,1,,2238123,,30,3152,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,Saline Water,,,2,5/21/13 22:10,FLBRE03153,28.3572,-80.62858,Constitution Bicentennial Boat Ramp,South Atlantic,FL,Brevard County,Banana River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,29,1,1,on dock,2238139,WSH 13840,30,3153,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,Saline Water,,,2,5/21/13 19:40,FLBRE03154,28.20669,-80.66137,Boat Ramp at POW/MIA Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,30,1,1,on dock @ boat ramp,2238154,WSH 13815,30,3154,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,Saline Water,,,2,5/21/13 18:02,FLBRE03157,28.07962,-80.59973,"Claude Edge Front St Park, on Front St. south of US 192 before the bridge if traveling East (heavy road construction, some roads closed)
Many wooden pilings at boat ramp",South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,32,1,1,On piling of dock.,1028500,WSH 13824,30,3157,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/5/19 12:15,FLVOL03145,29.03143333,-80.9159,New Smyrna Beach Fishing Pier,South Atlantic,FL,Volusia County,Indian River,WGS84 (from Digital Map),,0,Map (digital or paper),Yes,9700,1,1,Sensor attached to third pillar on the right side of the fishing pier while looking at the water. It is directly below the lag bolt.,20370223,WHS 13892,30,3145,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/5/19 13:25,FLPIN26405,28.152819,-82.805199,"concrete filled pipe with ""No fishing beyond this point"" sign",Gulf of Mexico,FL,Pinellas County,Gulf of Mexico,WGS84 (from Digital Map),,,Phone/Car GPS,No,9701,1,3,"South East corner of island, on palm tree behind disabled parking sign, flagged with orange tape, 30 ft north of  hobo near water",20204126,,30,26405,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/5/19 12:45,FLSTJ03126,29.71819444,-81.23083333,Fort Matanzas Beach,South Atlantic,FL,St. Johns County,Atlantic Ocean,WGS84 (from Digital Map),,0,Map (digital or paper),No,9702,1,1,"Piling that holds iSign ""No Motorized Vehicles beyond this point"" sign on Fort Matanzas beach.",20370225,,30,3126,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/5/19 13:25,FLPIN26405,28.152819,-82.805199,"concrete filled pipe with ""No fishing beyond this point"" sign",Gulf of Mexico,FL,Pinellas County,Gulf of Mexico,WGS84 (from Digital Map),,,Phone/Car GPS,No,9703,1,1,"Below RP-1 on PVC protecting No Fishing Sign. In South East corner of island, marked with flagging, 30 ft South of BP Hobo",20381180,,30,26405,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Rapid Deployment Gage,,2019 Hurricane Dorian,Saline Water,,USGS Homemade,2,9/6/19 19:30,GAGLY29025,31.047583,-81.423517,"JEKYLL RIVER AT JEKYLL ISLAND CAUSEWAY NEAR JEKYLL ISLAND, GA",,GA,Glynn County,Jekyll River,NAD83,,,Other (Note in Description box),No,9704,5,,Upstream side of old Jekyll Island Causeway bridge over Jekyll River.,1903179,,,29025,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,Pre-Deployed Bracket,Hobo,2,9/5/19 14:58,FLLEV25006,29.21371,-82.76366,Wacasassa Park Boat Ramp,Gulf of Mexico,FL,Levy County,Waccasassa River,WGS84 (from Digital Map),,,Handheld GPS,Yes,9705,1,1,"West side of third support piling on
right side of boat ramp.",20204146,,30,25006,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,Pre-Deployed Bracket,Hobo,2,9/5/19 16:06,FLLEV03349,29.13589,-83.03002,Cedar Key,Gulf of Mexico,FL,Levy County,Gulf of Mexico,WGS84 (from Digital Map),Priority 1 (network or time critical),0,Map (digital or paper),Yes,9706,1,1,,2381112,,30,3349,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/5/19 21:43,FLSTL03727,27.47078,-80.28967,Fort Pierce Inlet,South Atlantic,FL,St. Lucie County,Inlet by Atlantic Ocean,WGS84 (from Digital Map),,0,Map (digital or paper),No,9707,1,3,"Located NW most post of shelter closest to jetty. N 27  28' 13.6"", W 080  17' 26.7""",20402272,,30,3727,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Brackish Water,HIF Stainless Steel,Hobo,2,9/5/19 18:00,FLBRE03151,28.355,-80.72217,Lee Wenner Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,9708,1,1,"Lee and go to Lee Warner Park turn left Wooden boat Park
Off 520-520 E to River Blvd. Walk to boat ramp",20370206,,30,3151,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Brackish Water,Ruston Steel Pipe,Hobo,2,9/7/19 18:15,GALIB17857,31.77,-81.27806,Shrimp Docks Marina.,,GA,Liberty County,Laurel View River,NAD83,Priority 1 (network or time critical),,Other (Note in Description box),No,9709,1,1,attached to wooden pylon to the left of marina building. wooden pylon has electrical meter/ transformer boxes attached.,10168170,,30,17857,,,,,Yes,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/5/19 21:43,FLSTL03727,27.47078,-80.28967,Fort Pierce Inlet,South Atlantic,FL,St. Lucie County,Inlet by Atlantic Ocean,WGS84 (from Digital Map),,0,Map (digital or paper),No,9710,1,1,Located on concrete block,20402274,,30,3727,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/6/19 15:24,FLPAL03577,26.58456,-80.03772,Dune Deck Cafe,South Atlantic,FL,Palm Beach County,Atlantic Ocean,NAD83,,0,Handheld GPS,Yes,9711,1,1,Deployed on the NE Piling of stairway leading down from the pavilion.,20402262,,30,3577,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/4/19 16:38,FLPIN26391,28.020424,-82.7902212,fishing pier at Weaver Park,Gulf of Mexico,FL,Pinellas County,Intercoastal,WGS84 (from Digital Map),,,Phone/Car GPS,Yes,9712,1,1,Bracket is positioned at first piling on south side of dock at weaver park.,20381185,,30,26391,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Brackish Water,Ruston Steel Pipe,Hobo,2,9/8/19 16:50,GACAM17822,31.11361,-81.61389,SSS-GA-CAM-017WL. Attached to concrete pole near dock.,,GA,Camden County,Little Satilla River,NAD83,,,Phone/Car GPS,No,9713,1,1,Attached to Concrete Pole near dock.,9710385,,30,17822,,,,,Yes,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,2019 Hurricane Dorian,Air,Ruston Steel Pipe,Hobo,2,9/7/19 18:15,GALIB17857,31.77,-81.27806,Shrimp Docks Marina.,,GA,Liberty County,Laurel View River,NAD83,Priority 1 (network or time critical),,Other (Note in Description box),No,9714,1,3,attached to wooden light pole at beginning of dock to left of marina building. directly adjacent to WL sensor. approx 18ft above boardwalk.,2316009,,30,17857,,,,,Yes,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,,,,,4,8/30/19 17:37,GAGLY29026,31.02,-81.433,HOBO mounted on power pole at the entrance to St. Andrews picnic area,,GA,Glynn County,Atlantic,NAD83,,,Phone/Car GPS,No,9715,1,3,Proposed sensor at this site. Change description when deploying sensor.,,,,29026,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,2019 Hurricane Dorian,Air,Ruston Steel Pipe,Hobo,2,9/7/19 14:37,GAGLY29026,31.02,-81.433,HOBO mounted on power pole at the entrance to St. Andrews picnic area,,GA,Glynn County,Atlantic,NAD83,,,Phone/Car GPS,No,9716,1,3,,10180408,,30,29026,,,,,Yes,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Brackish Water,HIF Stainless Steel,Hobo,2,9/5/19 17:00,FLBRE03152,28.35849,-80.67858,"George L. Reynolds Boat Ramp, 1.3 mi east of intersection of SR3 and SR 520, turn North on Kiwanis Island Park Rd, ramp is 500 ft ahead on left
2 wooden docks w/ multiple plings at boat ramp, Sykes Creek",South Atlantic,FL,Brevard County,Sykes Creek,WGS84 (from Digital Map),,,Map (digital or paper),Yes,9717,1,1,"East L Shaped dock , 2nd post on East side of dock.",102858,,30,3152,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,2019 Hurricane Dorian,Air,Ruston Steel Pipe,Hobo,2,9/8/19 16:50,GACAM17822,31.11361,-81.61389,SSS-GA-CAM-017WL. Attached to concrete pole near dock.,,GA,Camden County,Little Satilla River,NAD83,,,Phone/Car GPS,No,9718,1,3,Downstream right wingwall of bridge,9983800,,30,17822,,,,,Yes,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/5/19 15:51,FLBRE03160,27.9215,-80.51941,Fisherman's Landing Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,9719,1,1,"Fisherman's Landing Park - fishing pier extends 300 ft into river, located across  US 1/FL5 from Altech Water Company and the Smokin Ice House Restaurant.  3rd piling on the left of the left most walkway when facing river.",20370230,WSH 13839,30,3160,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/4/19 16:00,FLHIL26395,27.792848,-82.417928,Apollo Beach Nature Park,Gulf of Mexico,FL,Hillsborough County,Tampa Bay,WGS84 (from Digital Map),,,Map (digital or paper),Yes,9720,1,3,"Mounted with straps on light post across from walkway. Walkway heading to wl sensor location. Concrete post marked  #26454 35693, PCSI35 SU 1207. Bracket mount ID TAG WSH 27151. Housing visible to public. INSTALLED AT 11:38 EDT.",20204132,,30,26395,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/5/19 20:11,FLSTL03729,27.36317,-80.24892,Blind Creek,South Atlantic,FL,St. Lucie County,Waterway by Atlantic Ocean,WGS84 (from Digital Map),,0,Map (digital or paper),Yes,9721,1,1,,20402252,,30,3729,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/4/19 16:00,FLHIL26395,27.792848,-82.417928,Apollo Beach Nature Park,Gulf of Mexico,FL,Hillsborough County,Tampa Bay,WGS84 (from Digital Map),,,Map (digital or paper),Yes,9722,1,1,"Bracket found intact mounted to marine grade ""single"" dock piling. Bracket mount WSH # 26843. Marked top of bracket with sharpie. Strapped sensor to mount and attached housing..Done at 08/30/2019 at 03:14 UTC/11:14EDT.",20204165,,30,26395,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,Pre-Deployed Bracket,Hobo,2,9/5/19 14:40,FLDIX03352,29.439765,-83.292865,Butler Douglas Memorial Park Boat Ramp,Gulf of Mexico,FL,Dixie County,GULF OF MEXICO,WGS84 (from Digital Map),,0,Map (digital or paper),Yes,9723,1,1,,20381109,,30,3352,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Rapid Deployment Gage,,2019 Hurricane Dorian,Brackish Water,Quick Deploy RDG,Unknown,2,9/6/19 15:39,GACAM17835,31.12167,-81.48306,22261794,South Atlantic,GA,Camden County,Brunswick River,NAD83,,,Phone/Car GPS,No,9724,5,,,xxxx,,,17835,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/6/19 12:08,FLSTL17773,27.29275,-80.25064,southern shoreward piling from remains of old pier near ESE of intersection of S Indian River Dr and Riverview Drive,South Atlantic,FL,St. Lucie County,Jensen Beach to Jupiter Inlet,NAD83,,,Phone/Car GPS,No,9725,1,1,southern shoreward piling from remains of old pier near ESE intersection of S Indian River Drive and Riverview Dr,20402270,,30,17773,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Brackish Water,HIF Stainless Steel,Hobo,2,9/6/19 17:09,GACAM17830,30.74194,-81.68778,Mounted on second guardrail streamward of gate leading to old abandoned fish camp.,Not Defined,GA,Camden County,St. Mary's River,NAD83,,,Phone/Car GPS,No,9726,1,1,Mounted on second guardrail streamward of gate leading to old abandoned fish camp.,9983804,,30,17830,,,,,Yes,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,Pre-Deployed Bracket,Hobo,2,9/5/19 17:22,FLLEV24997,29.206914,-83.068865,Shell Mound Boat Ramp and Observation Deck,Gulf of Mexico,FL,Levy County,Gulf of Mexico,WGS84 (from Digital Map),,,Map (digital or paper),Yes,9727,1,1,,20204153,,30,24997,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/6/19 12:56,FLDUV21045,30.293564,-81.388359,Jacksonville Beach Pier,South Atlantic,FL,Duval County,Atlantic,WGS84 (from Digital Map),,,Phone/Car GPS,No,9728,1,1,"ON MIDDLE PILING OF SECOND SET OF
PILINGS WITH RED STRIPE SEAWARD",20370207,13896,30,21045,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/4/19 16:13,FLHIL03506,27.704559,-82.44704,Tamiami Trail bridge over the Little Manatee River at Paradise Mobile RV Park,Gulf of Mexico,FL,Hillsborough County,Little Manatee River,WGS84 (from Digital Map),,0,Map (digital or paper),No,9729,1,1,"underneath southbound US 41 Little Manatee River bridge (marked 100039). sensor mounted to bridge piling, location adjacent to old US HWY 41 bridge (fishing pier)",20204151,WSH 27152 Bracket,30,3506,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,Ruston Steel Pipe,Hobo,2,9/7/19 14:32,GALIB17856,31.70972,-81.23944,Yellow Bluff boat Lift,,GA,Liberty County,Unknown,NAD83,,,Other (Note in Description box),No,9730,1,1,"attached to wooden pylon to left of boat lift, down ramp. furthest right pylon. same pylon as BP sensor. approx 12ft below road level. approx 23ft below BP sensor",9695458,,30,17856,,,,,Yes,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,2019 Hurricane Dorian,Air,Ruston Steel Pipe,Hobo,2,9/7/19 14:32,GALIB17856,31.70972,-81.23944,Yellow Bluff boat Lift,,GA,Liberty County,Unknown,NAD83,,,Other (Note in Description box),No,9731,1,3,wooden pylon to left of boat lift. furthest back pylon. approx 10ft above road level. same pylon as WL sensor.,10229643,,30,17856,,,,,Yes,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/5/19 12:25,FLFLA03131,29.55938889,-81.17552778,Waterfront Park,South Atlantic,FL,Flagler County,Intracoastal Waterway,WGS84 (from Digital Map),,0,Map (digital or paper),Yes,9732,1,1,"Sensor located on third piling from
rocks underneath right side of walkway",1028506,,30,3131,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/5/19 19:56,FLPAL03582,26.35031,-80.06969,Palmetto Beach,South Atlantic,FL,Palm Beach County,Atlantic Ocean,NAD83,,0,Handheld GPS,Yes,9733,1,1,South Beach Park at end of East Palmetto Park Road.,20402260,,30,3582,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Brackish Water,Ruston Steel Pipe,Hobo,2,9/7/19 18:18,GAMCI17884,31.368219,-81.437078,sss-GA-MCI-006. On pier right of boat ramp.,,GA,Mcintosh County,Unknown,NAD83,,,Other (Note in Description box),No,9734,1,1,attached to wooden pier to right of boat ramp,9710381,,30,17884,,,,,Yes,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Air,HIF Stainless Steel,Hobo,2,9/5/19 14:23,FLVOL03138,29.28666667,-81.05463889,Cassen Park,South Atlantic,FL,Volusia County,Halifax River,WGS84 (from Digital Map),,0,Map (digital or paper),Yes,9735,1,1,Located on right side of walkway,20370227,,30,3138,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,2019 Hurricane Dorian,Brackish Water,Ruston Steel Pipe,Hobo,2,9/8/19 15:04,GACAM21305,31.07713,-81.72704,Located on bridge at US 17 over Little Waverly Creek.,,GA,Camden County,Little Waverly Creek,NAD83,,,Handheld GPS,No,9736,1,1,,10364826,,30,21305,,,,,Yes,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
